Name,Historical Significance,Marital Status,Sex,Birthdate,Deathdate,Date of Appraisal ,Appraiser 1,Appraiser 2,Appraiser 3,Notary,Inventory Purpose,Religion,Nationality,Number of Items,Montias INVNO,Montias INVNO 2,Number of Paintings,Portraits,Rembrandt,Mythology,Still Life,Tapestry,Rariteiten,Textiles,Rubens
Hans van Essen,Artist,M,Male,1589,1648,1634/01/30,Aeltgen Claes,Annetge Hendrix,Francois Venant I,Laurens Lamberti,Death,Remonstrant,Flemish,26,Y,998,25,Y,,,Y,,,,
Isaack Isaacksz.,Appraiser ,,Male,,,,,,,,,,,,,,,,,,,,,,
Hans van Essen de oude,Merchant,,Male,,,,,,,,,,,,Y,,,,,,,,,,
Anthony Boonhoff,Goldsmith,,Male,,,,,,,,,,,,,,,,,,,,,,
Sybrant Cornelisz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Reymsgen Cornelisz.,,,Female,,,,,,,,,,,,,,,,,,,,,,
Isack van Coninxloo,Artist,,Male,,,,,,,,,,,,,,,,,,,,,,
Maria Govertsz.,,,Female,1632,,,,,,,,,,,,,,,,,,,,,
Jannetken Govertsz.,,,Female,1633,,,,,,,,,,,,,,,,,,,,,
Jan Govertsz.,Wine Dealer,,Male,,,,,,,,,,,,,,,,,,,,,,
Gertuyd Boonhoff,,,Female,,,,,,,,,,,,,,,,,,,,,,
Geertuyt Boonhoff II,,,Female,1612,,,,,,,,,,,,,,,,,,,,,
Elbert Joosten,,,Male,,,,,,,,,,,,,,,,,,,,,,
Anna Jans,,,Female,,,,,,,,,,,,,,,,,,,,,,
Hans Warnaerts,,,Male,,,,,,,,,,,,,,,,,,,,,,
Thomas Bort,Merchant,M,Male,1600,,1635/01/14,,,,Pieter Carelsz.,Insolvency,,,22,Y,1011,20,Y,,,Y,,,,
Anneken van Rey,,M,Female,,,1635/01/14,,,,Pieter Carelsz.,Insolvency,,,22,Y,1011,20,Y,,,Y,,,,
Willem Bort,,,Male,,,,,,,,,,,,,,,,,,,,,,
Josina Thomas,,,Female,,,,,,,,,,,,,,,,,,,,,,
Abraham Decker,Art Dealer,,Male,,,,,,,,,,,,,,,,,,,,,,
Cornelis Greuw,Merchant,,Male,,,,,,,,,,,,,,,,,,,,,,
Maria de Haes,,,Female,,,,,,,,,,,,,,,,,,,,,,
Jacob van Nieulandt,Art Dealer,,Male,1593,1634,,,,,,,,Flemish,,,27331,,,,,,,,,
Hendrik van Nieulandt,,,Male,,,,,,,,,,,,,,,,,,,,,,
Adriaen van Nieulandt I,,,Male,,,,,,,,,,Flemish,,,,,,,,,,,,
Gertrude Loyson,,,Female,,,,,,,,,,Flemish,,,,,,,,,,,,
Guilliam III van Nieulandt,,,Male,,,,,,,,,,Flemish,,,,,,,,,,,,
Adriana Nouts,,,Female,,,,,,,,,,Flemish,,,,,,,,,,,,
Guilliam van Niuewelandt I,,,Male,,1608,,,,,,,,Flemish,,,,,,,,,,,,
Balthasar (e or van) Ray (or Raije),,,Male,,,,,,,,,,,,,,,,,,,,,,
Hendrick de Haze I,,,Male,1550,1605,,,,,,,,,,,,,,,,,,,,
Hendrick de Haes II,,,Male,,,,,,,,,,,,,,,,,,,,,,
Geertruyt van Nieulandt,,,Female,1623,,,,,,,,,,,,,,,,,,,,,
Catlyn Raes,,,Female,,,,,,,,,,,,,,,,,,,,,,
Cornelia de Lookere,,,Female,,,,,,,,,,,,,,,,,,,,,,
Susanna van Haze,,,Female,,,,,,,,,,,,,,,,,,,,,,
Pieter van Nieulandt,,,Male,1628,,,,,,,,,,,,,,,,,,,,,
Jeronimus de Haze I,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jacques van der Lamen,Artist,,Male,,,,,,,,,,,,Y,698,,,,,,,,,
Jan Baptista van Forenburgh,Artist,,Male,,,,,,,,,,,,,,,,,,,,,,
Gerrit Martsz. ,,,Male,,,,,,,,,,,,,,,,,,,,,,
Guillame Wiitenbroot,Art Dealer,,Male,,,,,,,,,,Flemish,,,,,,,,,,,,
Cornelis de Vogel,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan de Vogel,,,Male,,,,,,,,,,,,,,,,,,,,,,
Michiel van de Sane,Artist,,Male,,,,,,,,,,,,,,,,,,,,,,
Jeronimus de Fever,,,Male,,,,,,,,,,,,,,,,,,,,,,
Charles de Coninck,Merchant,,Male,,,,,,,,,,Flemish,,,,,,,,,,,,
Louijs Vincen,Artist,,Male,,,,,,,,,,,,,,,,,,,,,,
Pieter Lastman,Artist,,Male,,,,,,,,,,,,,,,,,,,,,,
Isaack Roggen,Carpenter,M,Male,,,1638/12/02,,,,Pieter Carelsz.,Death,,,7,Y,1012,7,,,,Y,,,,
Martyntje Jans van den Broeck,,M,Female,,1638,1638/12/02,,,,Pieter Carelsz.,Death,,,7,Y,1012,7,,,,Y,,,,
Jacob Jansz. van den Broeck,Balance Maker,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan Jansz. van den Broeck,,,Male,1615,,,,,,,,,,,,,,,,,,,,,
Pieter van den Broeck,,,Male,,,,,,,,,,,,,,,,,,,,,,
Engeltje van den Broeck,,,Female,,,,,,,,,,,,,,,,,,,,,,
Simon Bousingh,,,Male,,,,,,,,,,,,,,,,,,,,,,
Maijken van den Broeck,,,Female,,,,,,,,,,,,,,,,,,,,,,
Jacob Gerritsz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Sandrina Roggen,,,Female,,,,,,,,,,,,,,,,,,,,,,
Govert op Heijde,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan op Heijde,,,Male,,,,,,,,,,,,,,,,,,,,,,
Pieter op Heijde,,,Male,,,,,,,,,,,,,,,,,,,,,,
Maiken op Heijde,,,Female,,,,,,,,,,,,,,,,,,,,,,
Pieter Jansz. Singel,,,Male,,,,,,,,,,,,,,,,,,,,,,
Maijke Jans Becx,,,Female,,,,,,,,,,,,,,,,,,,,,,
Andries van den Broeck,Sugar Refiner,,Male,,,1633/06/17,,,,Jan Warnaerts,Death,Reformed,,49,Y,1242,46,Y,,Y,Y,,,,
Hans van den Broeck II,,,Male,,,,,,,,,,,,,,,,,,,,,,
Hans van den Broeck I ,,,Male,,,,,,,,,,,,,,,,,,,,,,
Abraham van den Broeck,,,Male,,,,,,,,,,,,,,,,,,,,,,
Guilliam van den Broeck,,,Male,,,,,,,,,,,,,,,,,,,,,,
Fransoys Jansz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Lucretia van de Broeck,,,Female,,,,,,,,,,,,,,,,,,,,,,
Bayken van Hanswyck,,,Female,,,,,,,,,,,,,,,,,,,,,,
Hans van den Broeck III,,,Male,1606,,,,,,,,,,,,,,,,,,,,,
Niclaes van den Broeck,,,Male,,,,,,,,,,,,,,,,,,,,,,
Ijsebel van den Broeck,,,Female,,,,,,,,,,,,,,,,,,,,,,
Huybrecht van den Broeck,,,Male,1610,,,,,,,,,,,,,,,,,,,,,
Hermit Lens,,,Male,,,,,,,,,,,,,,,,,,,,,,
Helena Rateloos,,,Female,,,,,,,,,,,,,,,,,,,,,,
Nijkolas van den Broeck,,,Male,1612,,,,,,,,,,,,,,,,,,,,,
Heije Gerritsz.,,M,Male,,,1638/02/03,,,,Daniel Jansz. Van Beuningen,Auction,,,19,Y,1077,12,,,,,,,,
Trijntge Pieters,,M,Female,,,1638/02/03,,,,Daniel Jansz. Van Beuningen,Auction,,,19,Y,1077,12,,,,,,,,
Sara Heije,,,Female,,,,,,,,,,,,,,,,,,,,,,
Betge Teunis,,W,Female,,,1637/04/18,,,,Daniel Jansz. Van Beuningen,Auction,,,16,Y,1078,15,,,,,,Y,,
Eijs Jansz.,,M,Male,,,,,,,,,,,,,,,,,,,,,,
Jacob Jansz. Roos,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan Roos,Doctor,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan Eijssen,,,Male,,,,,,,,,,,,,,,,,,,,,,
Hendrick Meijndertsz.,Baker,,Male,,1637,1637/07/18,,,,Daniel Jansz. Van Beuningen,Auction,,,9,Y,1079,9,,,,,,,,
Grietge Pieters,,,Female,,,1637/04/17,,,,Daniel Jansz. Van Beuningen,Auction,,,12,Y,1080,12,,,,,,,,
Jan Reijnsz.,,M,Male,,,1636/02/07,,,,Daniel Jansz. Van Beuningen,Auction,,,16,Y,1082,14,Y,,,Y,,,,
Jannetgen Jans,,M,Female,,,1636/02/07,,,,Daniel Jansz. Van Beuningen,Auction,,,16,Y,1082,14,Y,,,Y,,,,
Trijn Jans,,W,Female,,,1635/06/29,,,,Unknown,Auction,,,21,Y,1016,20,,,,,,,,
Jan Lambertsz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Samuel Godijn,Merchant,,Male,1561,1633,1633/11/26,,,,Jan Warnaerts,Death,Reformed,Flemish,98,Y,1123,62,Y,,Y,Y,Y,Y,,
Jean Godin,,,Male,,,,,,,,,,,,,,,,,,,,,,
Barba Vivien,,,Female,,,,,,,,,,,,,,,,,,,,,,
Daniel Godijn,,,Male,1576,,,,,,,,,,,,,,,,,,,,,
Allert Coenradsz. Burgh,,,Male,,,,,,,,,,,,,,,,,,,,,,
Kilian van Rensselaer,,,Male,,,,,,,,,,,,,,,,,,,,,,
Mathijs van Ceulen,WIC Director,W,Male,1595,1620,1631/10/11,,,,Jan Bosch,Death,Reformed,,17,Y,1259,4,,,,,,Y,,
Carel Heughelaen,,,Male,,,,,,,,,,,,,,,,,,,,,,
Margaret van Heuchelaen,,M,Female,,,,,,,,,,,,,,,,,,,,,,
Maria van Ceulen,,,Female,1624,,,,,,,,,,,,,,,,,,,,,
Margareta van Ceulen,,,Female,1625,,,,,,,,,,,,,,,,,,,,,
Agnes van Ceulen,,,Female,1627,,,,,,,,,,,,,,,,,,,,,
Abraham van Ceulen,,,Male,1629,,,,,,,,,,,,,,,,,,,,,
Casper Engelbrechtsz.,Merchant,,Male,,,,,,,,,,,,,,,,,,,,,,
Simon Engelbrechtsz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Anneken Anselmo,,M,Female,1583,,,,,,,,,Flemish,,,,,,,,,,,,
Anthonis Anselmo,,,Male,,,,,,,,,,,,,,,,,,,,,,
Janneken Hooftman,,,Female,,,,,,,,,,,,,,,,,,,,,,
Marten de Vos,Artist,,Male,,,,,,,,,,,,,,,,,,,,,,
Maria Godijn,,,Female,,,,,,,,,,,,,,,,,,,,,,
Jean Faucconnier,,,Male,,,,,,,,,,,,Y,243,,,,,,,,,
Marie Godijn ,,,Female,,,,,,,,,,,,,,,,,,,,,,
Thomas le Carlier,,,Male,,,,,,,,,,,,,,,,,,,,,,
Rachel le Carlier,,,Female,,,,,,,,,,,,,,,,,,,,,,
Jacques Schott,,,Male,,,,,,,,,,,,,,,,,,,,,,
Loijs Godijn,,,Male,1619,,,,,,,,,,,,,,,,,,,,,
Symon Jacobsz. van de Does,Secretary,,Male,,,,,,,,,,,,,,,,,,,,,,
Marie Angele Anselmo,,,Female,,,,,,,,,,,,,,,,,,,,,,
Beatrix Anselmo,,,Female,,,,,,,,,,,,,,,,,,,,,,
Cecilia Godijn,,,Female,1605,1633,,,,,,,,,,,,,,,,,,,,
Hendrick Trip,,,Male,1607,1666,,,,,,,,,,,,,,,,,,,,
Johanna Godijn,,,Female,,,,,,,,,,,,,,,,,,,,,,
Jacob Trip,,,Male,,,,,,,,,,,,,,,,,,,,,,
Sara Dragon,,,Female,,,,,,,,,,,,,,,,,,,,,,
Philips Godijn,,,Male,,,,,,,,,,,,,,,,,,,,,,
Simon Godijn II,,,Male,,,,,,,,,,,,,,,,,,,,,,
Gerrit Claesz.,Broker,,Male,,,1634/10/01,David Colyn,Nicolaes Elias Pickenoy,,Jan Warnaerts,Evaluation of Inheritance,,,14,Y,1246,14,,,,,,,,
Nicolaes Elias Pickenoy,Artist,,Male,,,,,,,,,,,,,,,,,,,,,,
David Colyn,Artist,,Male,,,,,,,,,,,,,,,,,,,,,,
Hillegond Jans,,,Female,,,,,,,,,,,,,,,,,,,,,,
Thys Thysz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Willem Cornelisz.,Tinsmith,,Male,,,,,,,,,,,,,,,,,,,,,,
Claesgen Gerrits,,,Female,,,,,,,,,,,,,,,,,,,,,,
Symon Symonsz.,Ropemaker,,Male,1591,,,,,,,,,,,,32504,,,,,,,,,
Jan van Hoorn,,,Male,,,,,,,,,,,,,,,,,,,,,,
Aefgen Gerrits,,,Female,,,,,,,,,,,,,,,,,,,,,,
Jan Cornelisz. Moyaert,Artist,,Male,,,,,,,,,,,,,,,,,,,,,,
Lysbeth Cornelis van Hooren,,,Female,,,,,,,,,,,,,,,,,,,,,,
Nicolaes Moyaert,,,Male,,,,,,,,,,,,,,,,,,,,,,
Harman Hendricksz.,,,Male,1600,,,,,,,,,,,,,,,,,,,,,
Pieter Claesz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Alphonse de Lopez,,,Male,,,,,,,,,,,,,,,,,,,,,,
Louis XIII,King,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan Coeijmans,Notary,,Male,,,,,,,,,,,,,,,,,,,,,,
Pieter Jansz.,Artist,,Male,,,,1637/04/,,,Jan de Vos,Inventory Drawn at Request,,,16,Y,1288,9,,,Y,Y,,,,
Abel de Haripon,Merchant,,Male,1586,,,1639/02/15,,,,,Reformed,Flemish,23,Y,1219,13,Y,,,,,,,
Glaude de Heripon,,,Male,,,,,,,,,,Flemish,,,,,,,,,,,,
Johanna van Axell,,,Female,,,,,,,,,,Flemish,,,,,,,,,,,,
Franchoijs van Axele,,,Male,,,,,,,,,,Flemish,,,,,,,,,,,,
Margriet van de Kammen,,,Female,,,,,,,,,,Flemish,,,,,,,,,,,,
Janneken van de Moerel,,,Female,1585,,,,,,,,,Flemish,,,,,,,,,,,,
Marie de Heripon,,,Female,,,,,,,,,,,,,,,,,,,,,,
Rachel de Heripon,,,Female,,,,,,,,,,,,,,,,,,,,,,
Joos Colpaert,,,Male,,,,,,,,,,,,,,,,,,,,,,
Thomas Hendricksz. Van Daken,,,Male,,,,,,,,,,,,,,,,,,,,,,
Geertruijt van Dacken,,,Female,,,,,,,,,,,,,,,,,,,,,,
Carel de Raet,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jean de Hochepied,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jean Baguelaer,,,Male,,,,,,,,,,,,,,,,,,,,,,
Esaias Castelijn,,,Male,,,,,,,,,,,,,,,,,,,,,,
Isaack Castelijne,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan Jansz.,Goldsmith,,Male,,,,,,,,,,,,,,,,,,,,,,
Jannetje Jans Fisius,,W,Female,,,1639/02/12,,,,Jacob Jacobsz.,Death,,,25,Y,1237,14,Y,,,,,,,
Emanuel van Suijrmon,,M,Male,,,,,,,,,,,,,,,,,,,,,,
Julien Lanson,,,Male,,,,,,,,,,,,,,,,,,,,,,
Abel de Heripon II,,,Male,,,,,,,,,,,,,,,,,,,,,,
Pieter de Heripon,,,Male,,,,,,,,,,,,,,,,,,,,,,
Elisabeth Noijens,,,Female,1623,,,,,,,,,,,,,,,,,,,,,
Hendrick Beeckman,Merchant,M,Male,1575,1631,1630/05/28,,,,Jacob Westfrisius,Death,Lutheran,,21,Y,1232,17,Y,,,Y,,,,
Catharina Gotemackers,,W,Female,,1658,1630/05/28,,,,Jacob Westfrisius,Death,Lutheran,,21,Y,1232,17,Y,,,Y,,,,
Lambert van Twenhuijsen,Merchant,,Male,,,,,,,,,,,,,,,,,,,,,,
Hans Wijdershuijsen,Merchant,,Male,,,,,,,,,,,,,,,,,,,,,,
Elisabeth Hellincx,,W,Female,1610,1636,1636/01/29,Aeltgen Claes,Annetge Hendrix,,Jan Warnaerts,Death,Reformed,Dutch,26,Y,1133,24,Y,,,,,,,
Johannes (Jan) Looten,Merchant,M,Male,1612,1676,,,,,,,Reformed,,,,,,,,,,,,,
Jan Hellincx,,,Male,1568,,,,,,,,,,,,36235,,,,,,,,,
Gertruyd Hudde,,,Female,1587,,,,,,,,,,,,,,,,,,,,,
Charles Looten,,,Male,1575,1652,,,,,,,,Flemish,,,,,,,,,,,,
Jacob Quina,Artist Merchant,,Male,1588,,,,,,,,,,,,30652,,,,,,,,,
Geertruijt Looten,,,Female,1625,,,,,,,,,,,,,,,,,,,,,
Marija de Hem,,,Female,,,,,,,,,,,,,,,,,,,,,,
Clara Nijs,,,Female,,,,,,,,,,,,,,,,,,,,,,
Hendrick Hudde,,,Male,,,,,,,,,,,,,,,,,,,,,,
Appolonia Selijns,,,Female,,,,,,,,,,,,,,,,,,,,,,
Willem Jansz. Selijns,,,Male,,,,,,,,,,,,,,,,,,,,,,
Pieter de Haer,,,Male,,,,,,,,,,,,,21042,,,,,,,,,
Gerrit Hudde,,,Male,,,,,,,,,,,,,,,,,,,,,,
Gertruyd van Marckel,,,Female,,,,,,,,,,,,,,,,,,,,,,
Belitgen Huffe,,,Female,,,,,,,,,,,,,,,,,,,,,,
Arent Hudde,,,Male,,,,,,,,,,,,,,,,,,,,,,
David Boins Vinckeboons,Artist,,Male,,,,,,,,,,,,,,,,,,,,,,
Carel Quina I,Shoemaker,,Male,,,,,,,,,,Flemish,,,,,,,,,,,,
Adriana Bultel,,,Female,,,,,,,,,,Flemish,,,,,,,,,,,,
Susanna Jans ,,,Female,,,,,,,,,,,,,,,,,,,,,,
Annetje Dircx. (Forbrijck?),,,Female,,,,,,,,,,,,,,,,,,,,,,
Reijnier Quina,,,Male,1624,,,,,,,,,,,,,,,,,,,,,
Dierck Gerritsz. Forbrijck,,,Male,,,,,,,,,,,,,,,,,,,,,,
Adriana Quina,,,Female,1626,,,,,,,,,,,,,,,,,,,,,
Carel Quina II(?),,,Male,,,,,,,,,,,,,,,,,,,,,,
Annetje Quina,,,Female,1629,,,,,,,,,,,,,,,,,,,,,
Dirck Quina,,,Male,1627,,,,,,,,,,,,,,,,,,,,,
Tousain Majeur,,,Male,,,,,,,,,,,,,,,,,,,,,,
Cristina van Hede,,,Female,,,,,,,,,,,,,,,,,,,,,,
Janneken van der Heijden,,,Female,,,,,,,,,,,,,,,,,,,,,,
Clara ter Haer,,,Female,1628,,,,,,,,,,,,,,,,,,,,,
Philips Fonteijn,,,Male,,,,,,,,,,,,,,,,,,,,,,
Dirck van Millegem,,,Male,,,,,,,,,,,,,,,,,,,,,,
Albert ter Haer,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jacob de Cerf,Merchant,,Male,,,,,,,,,,,,,,,,,,,,,,
Bastiaen Jansz.,Textile Manufacturer,,Male,,,,,,,,,,,,,,,,,,,,,,
Lucas Jansz.,Goldsmith,,Male,,,,,,,,,,,,,,,,,,,,,,
Abraham ter Haer,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jacques Lucas,,,Male,,,,,,,,,,,,,,,,,,,,,,
Claes Claessen Ansloo I,Merchant,M,Male,,1635,1636/07/,,,,,Death,Mennonite,,9,Y,1134,9,,,,,,,,
Claes Claesz. Ansloo II,,,Male,,,,,,,,,,,,,,,,,,,,,,
Cornelis Claesz. Ansloo II,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jacob van Davelaer,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan Barentsz.,Bed Seller,,Male,,,,,,,,,,,,,,,,,,,,,,
Femmetgen Maertens,,,Female,,,,,,,,,,,,,,,,,,,,,,
Cornelis Claesz. Ansloo I ,Teacher,,Male,,,,,,,,,,,,,,,,,,,,,,
Hester Willems (van Nieuwkerk),,,Female,,,,,,,,,,,,,,,,,,,,,,
Reyer Claesz. Ansloo,Poet,,Male,,1631,,,,,,,,,,,,,,,,,,,,
Joris Samuelsz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Abraham van den Tempel,Artist,,Male,,,,,,,,,,,,,,,,,,,,,,
Nicolaes Ansloo,,,Male,,,,,,,,,,,,,,,,,,,,,,
Rycken Reyers,,,Female,1624,,,,,,,,,,,,,,,,,,,,,
Joris Cornelisz,Lumber Dealer,,Male,,,,,,,,,,,,,,,,,,,,,,
Bruyn Jansz.,Cloth Dealer,,Male,,,,,,,,,,,,,,,,,,,,,,
Aeltje Gerrits Schouten,,,Female,,,,,,,,,,,,,,,,,,,,,,
Jan Rodenburgh,,,Male,,,,,,,,,,,,,,,,,,,,,,
Annetge Cornelis van Hemert,,,Female,,,,,,,,,,,,,,,,,,,,,,
Fockeltge Pieters va Hoorn,Regent of Spinhuis,,Female,,,,,,,,,,,,,25490,,,,,,,,,
Joost Claes. Ansloo,Merchant,,Male,1590,,,,,,,,,,,,,,,,,,,,,
Jan Claesz. Ansloo,Merchant,,Male,1605,1647,,,,,,,,,,,,,,,,,,,,
Lijsbet Gerrits Hooft,,,Female,,,,,,,,,,,,,,,,,,,,,,
Lambert Cornelisz. Schouten,,,Male,,,,,,,,,,,,,,,,,,,,,,
Christine Matthijs Meijninga,,,Female,,,,,,,,,,,,,,,,,,,,,,
Lysbeth Ansloo,,,Female,,,,,,,,,,,,,,,,,,,,,,
Arent Dircksz. van den Bosch,Ironmonger,,Male,,1658,,,,,,,,,,,8246,,,,,,,,,
Niesje Lamberts Schouten,,,Female,1581,,,,,,,,,,,,,,,,,,,,,
Cornelis Albertsz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Lysbeth Jansdr. de Vogel,,,Female,1583,1647,,,,,,,,,,,,,,,,,,,,
Adriaen Jacobsen,,,Male,,,,,,,,,,,,,,,,,,,,,,
Clementia van den Vondel,,,Female,,,,,,,,,,,,,,,,,,,,,,
Gilbert de Flines IV,,,Male,,,,,,,,,,,,,,,,,,,,,,
Rebecca de Wolf,,,Female,,,,,,,,,,,,,,,,,,,,,,
Heyltje Lamberts Schouten,,,Female,,,,,,,,,,,,,,,,,,,,,,
Dirck Arentsz. Bosch,,,Male,1615,1664,,,,,,,,,,,,,,,,,,,,
Elisabeth Bosch,,,Female,,,,,,,,,,,,,,,,,,,,,,
Philips Rutgers,,,Male,1631,1701,,,,,,,,,,,,,,,,,,,,
Susanna de Flines,,,Female,1607,1677,,,,,,,,,,,,,,,,,,,,
Marretje Arents,,,Female,1613,1662,,,,,,,,,,,,,,,,,,,,
Joris Sijen Pietersz.,,,Male,1614,1666,,,,,,,,,,,,,,,,,,,,
Pieter Sijen,,,Male,1592,1652,,,,,,,,,,,,,,,,,,,,
Elisabeth Sijen,,,Female,,,,,,,,,,,,,,,,,,,,,,
Lodewijck van Erpecum,,,Male,,,,,,,,,,,,,,,,,,,,,,
Marretje Cornelis Grotewael,,,Female,1593,1666,,,,,,,,,,,,,,,,,,,,
Pieter Claasen Kod,Manufacturer,M,Male,,,1624/1/30,,,,Gerrit Jacobsz. Haringh,Auction,Roman Catholic,Dutch,42,Y,646,33,,,,,,Y,,
Claes Gerbrandssz. Schilt van Hoorn,Tar Dealer,,Male,1577,1624,,,,,,,,,,,,,,,,,,,,
Tryn Jans,,,Female,,,,,,,,,,,,,,,,,,,,,,
Lutje Claes,,,Female,,,,,,,,,,,,,,,,,,,,,,
Elbert Symonsz. Pool,,,Male,,1620,,,,,,,,,,,,,,,,,,,,
Beyken Aggesdr. ,,M,Female,1583,1607,,,,,,,,,,,,,,,,,,,,
Agge Jarichsz. ,,,Male,,,,,,,,,,,,,,,,,,,,,,
Foockel Thomasdr. ,,,Female,,,,,,,,,,,,,,,,,,,,,,
Josijntgen van der Wolff,,,Female,,,,,,,,,,,,,,,,,,,,,,
Gerrit van der Wolff,,,Male,,,,,,,,,,,,,,,,,,,,,,
Lijsbeth Jansdr. ,,,Female,,1625,,,,,,,,,,,,,,,,,,,,
Gebrant Claesz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jacob Claesz. Van Horen,,,Male,,,,,,,,,,,,,,,,,,,,,,
Jan Jansz. Van Horen II,,,Male,,,,,,,,,,,,,,,,,,,,,,
Lucretia van Hoorn,,,Female,,,,,,,,,,,,,,,,,,,,,,
Johannes van Uttenbogaert,,,Male,,,,,,,,,,,,,,,,,,,,,,
Anna van Hoorn,,,Female,,,,,,,,,,,,,,,,,,,,,,
Jan Aertsz. Van der Heede,,,Male,,,,,,,,,,,,,,,,,,,,,,
Arnout Hellemans,Captain of the Milita,,Male,,,,,,,,,,,,,,,,,,,,,,
Seger Pietersz.,,,Male,,,,,,,,,,,,,,,,,,,,,,
Grietge Cornelisdr.,,,Female,,,,,,,,,,,,,,,,,,,,,,
Maria Codde,,,Female,,,,,,,,,,,,,,,,,,,,,,
Pieter Cornelisz. Hooft,,,Male,,,,,,,,,,,,,,,,,,,,,,
Lenora Hellemans,,,Female,,,,,,,,,,,,,,,,,,,,,,
Arnout Hellemans Hooft,,,Male,,,,,,,,,,,,,,,,,,,,,,
Sijmen Appelman,,M,Male,1572,1631,1631/04/13,,,,Jacob Westfrisius,Death,Remonstrant,Dutch,34,Y,1135,27,Y,,,Y,,,,
Balthasar Simonsz. Appelman,,,Male,,,,,,,,,,,,,,,,,,,,,,
Sijbrand Appelman,,,Male,1573,1602,,,,,,,,,,,,,,,,,,,,
Annetge Claes Trebijn,,,Female,,,,,,,,,,,,,,,,,,,,,,
Claes Trebijn,,,Male,,,,,,,,,,,,,,,,,,,,,,
Niesge Sijbrands Appelman,,,Female,,,,,,,,,,,,,,,,,,,,,,
Hendrik Helt,Substitute Schout,,Male,,,,,,,,,,,,,,,,,,,,,,
Laurens Schein,Merchant,M,Male,1605,,1632/07/24,,,,Jacob Westfrisius,Unknown,Lutheran,German,62,Y,1136,33,Y,,,Y,,,,
Josina Halsthont,,M,Female,,,,,,,,,Lutheran,Dutch,,,,,,,,,,,,
Barbara Berrewijns,,W,Female,,1634,1634/04/29,,,,,Death,,Dutch,20,Y,1137,20,Y,,Y,,,,,
Pieter Boudart,,M,Male,1580,1626,1626/03/30,,,,,Auction,,Flemish,5,Y,586,2,,,,Y,,,,
Denijs Bave,,,Male,,,,,,,,,,,,,,,,,,,,,,
Pierre Bave,,,Male,,,,,,,,,,,,,,,,,,,,,,
Gillis de Pluis (or Plouijs),,,Male,,,,,,,,,,,,,,,,,,,,,,
Maria Bave,,M,Female,,,,,,,,,,German,,,,,,,,,,,,
Bernard Berrewins,Merchant,,Male,,,,,,,,,,,,,,,,,,,,,,
Cornelia Anthonis,,,Female,,,,,,,,,,,,,,,,,,,,,,
Hans Berwijns,,,Male,,,,,,,,,,,,,,,,,,,,,,
Steven Gerard (Laurens),,,Male,,,,,,,,,,,,,,,,,,,,,,
Harmen Hesseling,Mason,,Male,,,,,,,,,,,,,,,,,,,,,,
Steven Gerard II,,,Male,,,,,,,,,,,,,,,,,,,,,,
Isabella Coymans,,,Female,,,,,,,,,,,,,,,,,,,,,,
Joseph Coymans,,,Male,,,,,,,,,,,,,,,,,,,,,,
Sara Berrewijns,,W,Female,1575,1617,1613/07/29,Marritge Andries,Barbara Jacobs,,J.F. Bruyningh,Unknown,Reformed,Flemish,11,Y,,9,,,,,,,,
Marritge Andries,Appraiser ,,Female,,,,,,,,,,,,,,,,,,,,,,
Barbara Jacobs,Appraiser ,,Female,,,,,,,,,,,,,,,,,,,,,,
J.F. Bruyningh,Notary,,Male,,,,,,,,,,,,,,,,,,,,,,
Guilliam Wijs,,M,Male,,1611,,,,,,,,,,,,,,,,,,,,
Abraham Wijs,Merchant,,Male,1603,1660,,,,,,,,,,,,,,,,,,,,
Sara de Potter,,,Female,,,,,,,,,,,,,,,,,,,,,,
Sara Wijs,,,Female,1609,1670,,,,,,,,,,,,,,,,,,,,
Francois van Os,,,Male,,,,,,,,,,,,,,,,,,,,,,
Maria Berwijns,Merchant,M,Female,1580,,,,,,,,,Flemish,,,,,,,,,,,,
Hans Vrancken ,,,Male,1575,1634,,,,,,,,,,,,,,,,Y,,,,
